,Date,Review,Sentiment
48,2018-09-30 19:00:00,volunteer big bros big sisters many american kids living inhumane conditions noses poverty kidsdeserveit fearlesspic idddhniq,-1
49,2018-09-30 19:00:00,americas children brief key national indicators well forum child family statistics kids poverty health wellness safety economy childcare education uclacenterx justnews uclagseispic utkitllma,1
50,2018-09-30 18:56:00,ism ite ology cameron grave yard politics pic pnrqbos libdem maximus atos tory homeless pip esa poverty mayhemism satire,-1
51,2018-09-30 18:55:00,jesus mention anything lgbtq people politics news government evangelicals evangelicalism church christians christianity poverty poorpeoplescampaign poor gop capitalism socialism usa america canada uk europe pic ulnsfpv,-1
52,2018-09-30 18:53:00,six months ago march still performed spain helped action hunger sale merch tell us help provided current projects treatpeoplewithkindness madrid poverty help solidarity,0
53,2018-09-30 18:50:00,fucks sake concentrate something important utter fucking doughnut assortment toriesout poverty,-1
54,2018-09-30 18:49:00,christianity cannot saved politics news government lgbtq evangelicalism christians christianity poverty poor gop capitalism socialism usa america canada uk europe australia newzealand,-1
55,2018-09-30 18:48:00,conservatives look mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
56,2018-09-30 18:48:00,everyones basic needs met government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
57,2018-09-30 18:45:00,poverty design everyday reading post new buildings going catering homeless youth housing time high support education investments house programming buildsrelationships poverty resources,-1
58,2018-09-30 18:43:00,deep poverty bc government canand shouldend pwd poverty bcpoli wfrzbmpiso twitter via ccpa bc,-1
59,2018-09-30 18:43:00,neoliberalism failed austerity poverty inequality socialism communism cdnpoli uspoli auspol politics ukpolitics socialchange resist progressives conservatives usa uk canada europe australia,-1
60,2018-09-30 19:39:00,growing food faith impoverished brazil ben demblowski brazil poverty pic habyykp,0
61,2018-09-30 19:37:00,yrs vietnam poverty emerging market ans oi moi series eco political reforms trade liberalization deregulation lowering cost bus heavy investment human physical capital att png pacific,-1
62,2018-09-30 19:37:00,politics poverty officials grapple works doesnt accountability phled,-1
63,2018-09-30 19:29:00,talking kenyalendahand kenya nairobi kibera jambo africa streetchildren humanrights street children humanity education ngo poverty activism volunteer,-1
64,2018-09-30 19:24:00,raiders poverty,-1
65,2018-09-30 19:23:00,believe world gone bonkers need evolve better humans follow injustice poverty famine violence violenceagainstwomen lgbtqtwiter equalityforall sexism racism inequality,-1
66,2018-09-30 19:13:00,even breathing risk one orlando poorest neighborhoods poverty pollution airquality cleanair florida environment publichealthpic avrqvtwe,-1
67,2018-09-30 19:09:00,maybe time rethink idea know better people need workingfamiliestaxcredit talkpoverty poverty,0
68,2018-09-30 19:00:00,volunteer big bros big sisters many american kids living inhumane conditions noses poverty kidsdeserveit fearlesspic idddhniq,-1
69,2018-09-30 19:00:00,americas children brief key national indicators well forum child family statistics kids poverty health wellness safety economy childcare education uclacenterx justnews uclagseispic utkitllma,1
70,2018-09-30 18:56:00,ism ite ology cameron grave yard politics pic pnrqbos libdem maximus atos tory homeless pip esa poverty mayhemism satire,-1
71,2018-09-30 18:55:00,jesus mention anything lgbtq people politics news government evangelicals evangelicalism church christians christianity poverty poorpeoplescampaign poor gop capitalism socialism usa america canada uk europe pic ulnsfpv,-1
72,2018-09-30 18:53:00,six months ago march still performed spain helped action hunger sale merch tell us help provided current projects treatpeoplewithkindness madrid poverty help solidarity,0
73,2018-09-30 18:50:00,fucks sake concentrate something important utter fucking doughnut assortment toriesout poverty,-1
74,2018-09-30 18:49:00,christianity cannot saved politics news government lgbtq evangelicalism christians christianity poverty poor gop capitalism socialism usa america canada uk europe australia newzealand,-1
75,2018-09-30 18:48:00,conservatives look mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
76,2018-09-30 18:48:00,everyones basic needs met government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
77,2018-09-30 18:45:00,poverty design everyday reading post new buildings going catering homeless youth housing time high support education investments house programming buildsrelationships poverty resources,-1
78,2018-09-30 18:43:00,deep poverty bc government canand shouldend pwd poverty bcpoli wfrzbmpiso twitter via ccpa bc,-1
79,2018-09-30 18:43:00,neoliberalism failed austerity poverty inequality socialism communism cdnpoli uspoli auspol politics ukpolitics socialchange resist progressives conservatives usa uk canada europe australia,-1
80,2018-09-30 19:39:00,growing food faith impoverished brazil ben demblowski brazil poverty pic habyykp,0
81,2018-09-30 19:37:00,yrs vietnam poverty emerging market ans oi moi series eco political reforms trade liberalization deregulation lowering cost bus heavy investment human physical capital att png pacific,-1
82,2018-09-30 19:37:00,politics poverty officials grapple works doesnt accountability phled,-1
83,2018-09-30 19:29:00,talking kenyalendahand kenya nairobi kibera jambo africa streetchildren humanrights street children humanity education ngo poverty activism volunteer,-1
84,2018-09-30 19:24:00,raiders poverty,-1
85,2018-09-30 19:23:00,believe world gone bonkers need evolve better humans follow injustice poverty famine violence violenceagainstwomen lgbtqtwiter equalityforall sexism racism inequality,-1
86,2018-09-30 19:13:00,even breathing risk one orlando poorest neighborhoods poverty pollution airquality cleanair florida environment publichealthpic avrqvtwe,-1
87,2018-09-30 19:09:00,maybe time rethink idea know better people need workingfamiliestaxcredit talkpoverty poverty,0
88,2018-09-30 19:00:00,volunteer big bros big sisters many american kids living inhumane conditions noses poverty kidsdeserveit fearlesspic idddhniq,-1
89,2018-09-30 19:00:00,americas children brief key national indicators well forum child family statistics kids poverty health wellness safety economy childcare education uclacenterx justnews uclagseispic utkitllma,1
90,2018-09-30 18:56:00,ism ite ology cameron grave yard politics pic pnrqbos libdem maximus atos tory homeless pip esa poverty mayhemism satire,-1
91,2018-09-30 18:55:00,jesus mention anything lgbtq people politics news government evangelicals evangelicalism church christians christianity poverty poorpeoplescampaign poor gop capitalism socialism usa america canada uk europe pic ulnsfpv,-1
92,2018-09-30 18:53:00,six months ago march still performed spain helped action hunger sale merch tell us help provided current projects treatpeoplewithkindness madrid poverty help solidarity,0
93,2018-09-30 18:50:00,fucks sake concentrate something important utter fucking doughnut assortment toriesout poverty,-1
94,2018-09-30 18:49:00,christianity cannot saved politics news government lgbtq evangelicalism christians christianity poverty poor gop capitalism socialism usa america canada uk europe australia newzealand,-1
95,2018-09-30 18:48:00,conservatives look mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
96,2018-09-30 18:48:00,everyones basic needs met government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
97,2018-09-30 18:45:00,poverty design everyday reading post new buildings going catering homeless youth housing time high support education investments house programming buildsrelationships poverty resources,-1
98,2018-09-30 18:43:00,deep poverty bc government canand shouldend pwd poverty bcpoli wfrzbmpiso twitter via ccpa bc,-1
99,2018-09-30 18:43:00,neoliberalism failed austerity poverty inequality socialism communism cdnpoli uspoli auspol politics ukpolitics socialchange resist progressives conservatives usa uk canada europe australia,-1
100,2018-09-30 19:39:00,growing food faith impoverished brazil ben demblowski brazil poverty pic habyykp,0
101,2018-09-30 19:37:00,yrs vietnam poverty emerging market ans oi moi series eco political reforms trade liberalization deregulation lowering cost bus heavy investment human physical capital att png pacific,-1
102,2018-09-30 19:37:00,politics poverty officials grapple works doesnt accountability phled,-1
103,2018-09-30 19:29:00,talking kenyalendahand kenya nairobi kibera jambo africa streetchildren humanrights street children humanity education ngo poverty activism volunteer,-1
104,2018-09-30 19:24:00,raiders poverty,-1
105,2018-09-30 19:23:00,believe world gone bonkers need evolve better humans follow injustice poverty famine violence violenceagainstwomen lgbtqtwiter equalityforall sexism racism inequality,-1
106,2018-09-30 19:13:00,even breathing risk one orlando poorest neighborhoods poverty pollution airquality cleanair florida environment publichealthpic avrqvtwe,-1
107,2018-09-30 19:09:00,maybe time rethink idea know better people need workingfamiliestaxcredit talkpoverty poverty,0
108,2018-09-30 19:00:00,volunteer big bros big sisters many american kids living inhumane conditions noses poverty kidsdeserveit fearlesspic idddhniq,-1
109,2018-09-30 19:00:00,americas children brief key national indicators well forum child family statistics kids poverty health wellness safety economy childcare education uclacenterx justnews uclagseispic utkitllma,1
110,2018-09-30 18:56:00,ism ite ology cameron grave yard politics pic pnrqbos libdem maximus atos tory homeless pip esa poverty mayhemism satire,-1
111,2018-09-30 18:55:00,jesus mention anything lgbtq people politics news government evangelicals evangelicalism church christians christianity poverty poorpeoplescampaign poor gop capitalism socialism usa america canada uk europe pic ulnsfpv,-1
112,2018-09-30 18:53:00,six months ago march still performed spain helped action hunger sale merch tell us help provided current projects treatpeoplewithkindness madrid poverty help solidarity,0
113,2018-09-30 18:50:00,fucks sake concentrate something important utter fucking doughnut assortment toriesout poverty,-1
114,2018-09-30 18:49:00,christianity cannot saved politics news government lgbtq evangelicalism christians christianity poverty poor gop capitalism socialism usa america canada uk europe australia newzealand,-1
115,2018-09-30 18:48:00,conservatives look mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
116,2018-09-30 18:48:00,everyones basic needs met government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
117,2018-09-30 18:45:00,poverty design everyday reading post new buildings going catering homeless youth housing time high support education investments house programming buildsrelationships poverty resources,-1
118,2018-09-30 18:43:00,deep poverty bc government canand shouldend pwd poverty bcpoli wfrzbmpiso twitter via ccpa bc,-1
119,2018-09-30 18:43:00,neoliberalism failed austerity poverty inequality socialism communism cdnpoli uspoli auspol politics ukpolitics socialchange resist progressives conservatives usa uk canada europe australia,-1
120,2018-09-30 19:39:00,growing food faith impoverished brazil ben demblowski brazil poverty pic habyykp,0
121,2018-09-30 19:37:00,yrs vietnam poverty emerging market ans oi moi series eco political reforms trade liberalization deregulation lowering cost bus heavy investment human physical capital att png pacific,-1
122,2018-09-30 19:37:00,politics poverty officials grapple works doesnt accountability phled,-1
123,2018-09-30 19:29:00,talking kenyalendahand kenya nairobi kibera jambo africa streetchildren humanrights street children humanity education ngo poverty activism volunteer,-1
124,2018-09-30 19:24:00,raiders poverty,-1
125,2018-09-30 19:23:00,believe world gone bonkers need evolve better humans follow injustice poverty famine violence violenceagainstwomen lgbtqtwiter equalityforall sexism racism inequality,-1
126,2018-09-30 19:13:00,even breathing risk one orlando poorest neighborhoods poverty pollution airquality cleanair florida environment publichealthpic avrqvtwe,-1
127,2018-09-30 19:09:00,maybe time rethink idea know better people need workingfamiliestaxcredit talkpoverty poverty,0
128,2018-09-30 19:00:00,volunteer big bros big sisters many american kids living inhumane conditions noses poverty kidsdeserveit fearlesspic idddhniq,-1
129,2018-09-30 19:00:00,americas children brief key national indicators well forum child family statistics kids poverty health wellness safety economy childcare education uclacenterx justnews uclagseispic utkitllma,1
130,2018-09-30 18:56:00,ism ite ology cameron grave yard politics pic pnrqbos libdem maximus atos tory homeless pip esa poverty mayhemism satire,-1
131,2018-09-30 18:55:00,jesus mention anything lgbtq people politics news government evangelicals evangelicalism church christians christianity poverty poorpeoplescampaign poor gop capitalism socialism usa america canada uk europe pic ulnsfpv,-1
132,2018-09-30 18:53:00,six months ago march still performed spain helped action hunger sale merch tell us help provided current projects treatpeoplewithkindness madrid poverty help solidarity,0
133,2018-09-30 18:50:00,fucks sake concentrate something important utter fucking doughnut assortment toriesout poverty,-1
134,2018-09-30 18:49:00,christianity cannot saved politics news government lgbtq evangelicalism christians christianity poverty poor gop capitalism socialism usa america canada uk europe australia newzealand,-1
135,2018-09-30 18:48:00,conservatives look mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
136,2018-09-30 18:48:00,everyones basic needs met government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
137,2018-09-30 18:45:00,poverty design everyday reading post new buildings going catering homeless youth housing time high support education investments house programming buildsrelationships poverty resources,-1
138,2018-09-30 18:43:00,deep poverty bc government canand shouldend pwd poverty bcpoli wfrzbmpiso twitter via ccpa bc,-1
139,2018-09-30 18:43:00,neoliberalism failed austerity poverty inequality socialism communism cdnpoli uspoli auspol politics ukpolitics socialchange resist progressives conservatives usa uk canada europe australia,-1
140,2018-09-30 19:39:00,growing food faith impoverished brazil ben demblowski brazil poverty pic habyykp,0
141,2018-09-30 19:37:00,yrs vietnam poverty emerging market ans oi moi series eco political reforms trade liberalization deregulation lowering cost bus heavy investment human physical capital att png pacific,-1
142,2018-09-30 19:37:00,politics poverty officials grapple works doesnt accountability phled,-1
143,2018-09-30 19:29:00,talking kenyalendahand kenya nairobi kibera jambo africa streetchildren humanrights street children humanity education ngo poverty activism volunteer,-1
144,2018-09-30 19:24:00,raiders poverty,-1
145,2018-09-30 19:23:00,believe world gone bonkers need evolve better humans follow injustice poverty famine violence violenceagainstwomen lgbtqtwiter equalityforall sexism racism inequality,-1
146,2018-09-30 19:13:00,even breathing risk one orlando poorest neighborhoods poverty pollution airquality cleanair florida environment publichealthpic avrqvtwe,-1
147,2018-09-30 19:09:00,maybe time rethink idea know better people need workingfamiliestaxcredit talkpoverty poverty,0
148,2018-09-30 19:00:00,volunteer big bros big sisters many american kids living inhumane conditions noses poverty kidsdeserveit fearlesspic idddhniq,-1
149,2018-09-30 19:00:00,americas children brief key national indicators well forum child family statistics kids poverty health wellness safety economy childcare education uclacenterx justnews uclagseispic utkitllma,1
150,2018-09-30 18:56:00,ism ite ology cameron grave yard politics pic pnrqbos libdem maximus atos tory homeless pip esa poverty mayhemism satire,-1
151,2018-09-30 18:55:00,jesus mention anything lgbtq people politics news government evangelicals evangelicalism church christians christianity poverty poorpeoplescampaign poor gop capitalism socialism usa america canada uk europe pic ulnsfpv,-1
152,2018-09-30 18:53:00,six months ago march still performed spain helped action hunger sale merch tell us help provided current projects treatpeoplewithkindness madrid poverty help solidarity,0
153,2018-09-30 18:50:00,fucks sake concentrate something important utter fucking doughnut assortment toriesout poverty,-1
154,2018-09-30 18:49:00,christianity cannot saved politics news government lgbtq evangelicalism christians christianity poverty poor gop capitalism socialism usa america canada uk europe australia newzealand,-1
155,2018-09-30 18:48:00,conservatives look mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
156,2018-09-30 18:48:00,everyones basic needs met government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
157,2018-09-30 18:45:00,poverty design everyday reading post new buildings going catering homeless youth housing time high support education investments house programming buildsrelationships poverty resources,-1
158,2018-09-30 18:43:00,deep poverty bc government canand shouldend pwd poverty bcpoli wfrzbmpiso twitter via ccpa bc,-1
159,2018-09-30 18:43:00,neoliberalism failed austerity poverty inequality socialism communism cdnpoli uspoli auspol politics ukpolitics socialchange resist progressives conservatives usa uk canada europe australia,-1
160,2018-09-30 19:39:00,growing food faith impoverished brazil ben demblowski brazil poverty pic habyykp,0
161,2018-09-30 19:37:00,yrs vietnam poverty emerging market ans oi moi series eco political reforms trade liberalization deregulation lowering cost bus heavy investment human physical capital att png pacific,-1
162,2018-09-30 19:37:00,politics poverty officials grapple works doesnt accountability phled,-1
163,2018-09-30 19:29:00,talking kenyalendahand kenya nairobi kibera jambo africa streetchildren humanrights street children humanity education ngo poverty activism volunteer,-1
164,2018-09-30 19:24:00,raiders poverty,-1
165,2018-09-30 19:23:00,believe world gone bonkers need evolve better humans follow injustice poverty famine violence violenceagainstwomen lgbtqtwiter equalityforall sexism racism inequality,-1
166,2018-09-30 19:13:00,even breathing risk one orlando poorest neighborhoods poverty pollution airquality cleanair florida environment publichealthpic avrqvtwe,-1
167,2018-09-30 19:09:00,maybe time rethink idea know better people need workingfamiliestaxcredit talkpoverty poverty,0
168,2018-09-30 19:00:00,volunteer big bros big sisters many american kids living inhumane conditions noses poverty kidsdeserveit fearlesspic idddhniq,-1
169,2018-09-30 19:00:00,americas children brief key national indicators well forum child family statistics kids poverty health wellness safety economy childcare education uclacenterx justnews uclagseispic utkitllma,1
170,2018-09-30 18:56:00,ism ite ology cameron grave yard politics pic pnrqbos libdem maximus atos tory homeless pip esa poverty mayhemism satire,-1
171,2018-09-30 18:55:00,jesus mention anything lgbtq people politics news government evangelicals evangelicalism church christians christianity poverty poorpeoplescampaign poor gop capitalism socialism usa america canada uk europe pic ulnsfpv,-1
172,2018-09-30 18:53:00,six months ago march still performed spain helped action hunger sale merch tell us help provided current projects treatpeoplewithkindness madrid poverty help solidarity,0
173,2018-09-30 18:50:00,fucks sake concentrate something important utter fucking doughnut assortment toriesout poverty,-1
174,2018-09-30 18:49:00,christianity cannot saved politics news government lgbtq evangelicalism christians christianity poverty poor gop capitalism socialism usa america canada uk europe australia newzealand,-1
175,2018-09-30 18:48:00,conservatives look mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
176,2018-09-30 18:48:00,everyones basic needs met government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
177,2018-09-30 18:45:00,poverty design everyday reading post new buildings going catering homeless youth housing time high support education investments house programming buildsrelationships poverty resources,-1
178,2018-09-30 18:43:00,deep poverty bc government canand shouldend pwd poverty bcpoli wfrzbmpiso twitter via ccpa bc,-1
179,2018-09-30 18:43:00,neoliberalism failed austerity poverty inequality socialism communism cdnpoli uspoli auspol politics ukpolitics socialchange resist progressives conservatives usa uk canada europe australia,-1
180,2018-09-30 19:39:00,growing food faith impoverished brazil ben demblowski brazil poverty pic habyykp,0
181,2018-09-30 19:37:00,yrs vietnam poverty emerging market ans oi moi series eco political reforms trade liberalization deregulation lowering cost bus heavy investment human physical capital att png pacific,-1
182,2018-09-30 19:37:00,politics poverty officials grapple works doesnt accountability phled,-1
183,2018-09-30 19:29:00,talking kenyalendahand kenya nairobi kibera jambo africa streetchildren humanrights street children humanity education ngo poverty activism volunteer,-1
184,2018-09-30 19:24:00,raiders poverty,-1
185,2018-09-30 19:23:00,believe world gone bonkers need evolve better humans follow injustice poverty famine violence violenceagainstwomen lgbtqtwiter equalityforall sexism racism inequality,-1
186,2018-09-30 19:13:00,even breathing risk one orlando poorest neighborhoods poverty pollution airquality cleanair florida environment publichealthpic avrqvtwe,-1
187,2018-09-30 19:09:00,maybe time rethink idea know better people need workingfamiliestaxcredit talkpoverty poverty,0
188,2018-09-30 19:00:00,volunteer big bros big sisters many american kids living inhumane conditions noses poverty kidsdeserveit fearlesspic idddhniq,-1
189,2018-09-30 19:00:00,americas children brief key national indicators well forum child family statistics kids poverty health wellness safety economy childcare education uclacenterx justnews uclagseispic utkitllma,1
190,2018-09-30 18:56:00,ism ite ology cameron grave yard politics pic pnrqbos libdem maximus atos tory homeless pip esa poverty mayhemism satire,-1
191,2018-09-30 18:55:00,jesus mention anything lgbtq people politics news government evangelicals evangelicalism church christians christianity poverty poorpeoplescampaign poor gop capitalism socialism usa america canada uk europe pic ulnsfpv,-1
192,2018-09-30 18:53:00,six months ago march still performed spain helped action hunger sale merch tell us help provided current projects treatpeoplewithkindness madrid poverty help solidarity,0
193,2018-09-30 18:50:00,fucks sake concentrate something important utter fucking doughnut assortment toriesout poverty,-1
194,2018-09-30 18:49:00,christianity cannot saved politics news government lgbtq evangelicalism christians christianity poverty poor gop capitalism socialism usa america canada uk europe australia newzealand,-1
195,2018-09-30 18:48:00,conservatives look mirror government politics progressives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
196,2018-09-30 18:48:00,everyones basic needs met government politics progressives conservatives socialism capitalism communism healthcare poverty poor inequality homelesss usa canada uk europe australia newzealand,-1
197,2018-09-30 18:45:00,poverty design everyday reading post new buildings going catering homeless youth housing time high support education investments house programming buildsrelationships poverty resources,-1
198,2018-09-30 18:43:00,deep poverty bc government canand shouldend pwd poverty bcpoli wfrzbmpiso twitter via ccpa bc,-1
199,2018-09-30 18:43:00,neoliberalism failed austerity poverty inequality socialism communism cdnpoli uspoli auspol politics ukpolitics socialchange resist progressives conservatives usa uk canada europe australia,-1
200,2018-09-30 19:39:00,growing food faith impoverished brazil ben demblowski brazil poverty pic habyykp,0
201,2018-09-30 19:37:00,yrs vietnam poverty emerging market ans oi moi series eco political reforms trade liberalization deregulation lowering cost bus heavy investment human physical capital att png pacific,-1
202,2018-09-30 19:37:00,politics poverty officials grapple works doesnt accountability phled,-1
203,2018-09-30 19:29:00,talking kenyalendahand kenya nairobi kibera jambo africa streetchildren humanrights street children humanity education ngo poverty activism volunteer,-1
204,2018-09-30 19:24:00,raiders poverty,-1
205,2018-09-30 19:23:00,believe world gone bonkers need evolve better humans follow injustice poverty famine violence violenceagainstwomen lgbtqtwiter equalityforall sexism racism inequality,-1
206,2018-09-30 19:13:00,even breathing risk one orlando poorest neighborhoods poverty pollution airquality cleanair florida environment publichealthpic avrqvtwe,-1
207,2018-09-30 19:09:00,maybe time rethink idea know better people need workingfamiliestaxcredit talkpoverty poverty,0
208,2018-09-30 19:00:00,volunteer big bros big sisters many american kids living inhumane conditions noses poverty kidsdeserveit fearlesspic idddhniq,-1
209,2018-09-30 19:00:00,americas children brief key national indicators well forum child family statistics kids poverty health wellness safety economy childcare education uclacenterx justnews uclagseispic utkitllma,1
210,2018-09-30 18:56:00,ism ite ology cameron grave yard politics pic pnrqbos libdem maximus atos tory homeless pip esa poverty mayhemism satire,-1
211,2018-09-30 18:55:00,jesus mention anything lgbtq people politics news government evangelicals evangelicalism church christians christianity poverty poorpeoplescampaign poor gop capitalism socialism usa america canada uk europe pic ulnsfpv,-1
